-317.0140076,-327.0100098,37.34400177,,,,
-296.0109863,-327.0100098,37.37900162,,,,
-275.0100098,-327.0100098,37.33000183,,,,
-254.0110016,-327.0100098,37.27899933,,,,
-233.0119934,-327.0100098,37.23400116,,,,
-212.0119934,-327.0100098,37.18600082,,,,
-191.0130005,-327.0100098,37.15599823,,,,
-170.0119934,-327.0100098,37.10100174,,,,
-149.0130005,-327.0100098,37.06000137,,,,
-128.0140076,-327.0100098,37.00699997,,,,
-107.0139999,-327.0109863,36.93899918,,,,
-107.0149994,-347.0100098,36.93899918,,,,
-128.0149994,-347.0100098,36.99499893,,,,
-149.0149994,-347.0100098,37.04100037,,,,
-170.0149994,-347.0100098,37.09400177,,,,
-191.0149994,-347.0100098,37.14799881,,,,
-212.0140076,-347.0100098,37.19599915,,,,
-233.0140076,-347.0100098,37.23699951,,,,
-254.0140076,-347.0100098,37.26800156,,,,
-275.0150146,-347.0100098,37.31700134,,,,
-296.0130005,-347.0100098,37.39899826,,,,
-317.0130005,-347.0100098,37.39099884,,,,
-317.0109863,-367.0100098,37.39699936,,,,
-296.0119934,-367.0100098,37.42100143,,,,
-275.0109863,-367.0100098,37.34799957,,,,
-254.0110016,-367.0100098,37.30799866,,,,
-233.0119934,-367.0100098,37.29199982,,,,
-212.0119934,-367.0100098,37.20600128,,,,
-191.0130005,-367.0100098,37.17200089,,,,
-170.0130005,-367.0090027,37.09799957,,,,
-149.0130005,-367.0100098,37.04999924,,,,
-128.0140076,-367.0100098,36.98500061,,,,
-107.0139999,-367.0090027,36.93399811,,,,
-107.0130005,-387.0100098,36.92699814,,,,
-128.0160065,-387.0100098,36.98899841,,,,
-149.0149994,-387.0100098,37.06299973,,,,
-170.0149994,-387.0100098,37.125,,,,
-191.0149994,-387.0100098,37.19900131,,,,
-212.0149994,-387.0100098,37.24200058,,,,
-233.0140076,-387.0090027,37.35800171,,,,
-254.0140076,-387.0100098,37.34899902,,,,
-275.0140076,-387.0100098,37.37799835,,,,
-296.0130005,-387.0100098,37.43099976,,,,
-317.0119934,-387.0100098,37.38399887,,,,
-317.0109863,-407.0090027,37.37599945,,,,
-296.0109863,-407.0090027,37.46300125,,,,
-275.0109863,-407.0090027,37.42900085,,,,
-254.0119934,-407.0090027,37.39300156,,,,
-233.0119934,-407.0090027,37.34400177,,,,
-212.0119934,-407.0090027,37.27899933,,,,
-191.0119934,-407.0090027,37.24300003,,,,
-170.0119934,-407.0090027,37.1570015,,,,
-149.0130005,-407.0090027,37.09700012,,,,
-128.0140076,-407.0090027,37.00999832,,,,
-107.0139999,-407.0090027,36.93700027,,,,
-107.0139999,-427.0090027,36.94599915,,,,
-128.0160065,-427.0090027,37.0320015,,,,
-149.0149994,-427.0090027,37.12599945,,,,
-170.0149994,-427.0090027,37.20700073,,,,
-191.0149994,-427.0090027,37.29199982,,,,
-212.0140076,-427.0090027,37.33100128,,,,
-233.0130005,-427.0090027,37.39199829,,,,
-254.0140076,-427.0090027,37.43299866,,,,
-275.0130005,-427.0090027,37.4620018,,,,
-296.0140076,-427.0090027,37.47600174,,,,
-317.0130005,-427.0090027,37.38600159,,,,
-317.0109863,-447.0090027,37.4280014,,,,
-296.0119934,-447.0079956,37.50999832,,,,
-275.0119934,-447.0079956,37.50999832,,,,
-254.0119934,-447.0079956,37.49300003,,,,
-233.0119934,-447.0079956,37.45199966,,,,
-212.0119934,-447.0079956,37.40000153,,,,
-191.0130005,-447.0079956,37.35100174,,,,
-170.0119934,-447.0079956,37.25299835,,,,
-149.0130005,-447.0079956,37.17399979,,,,
-128.0140076,-447.0079956,37.05799866,,,,
-107.0139999,-447.0079956,36.9620018,,,,
-107.0149994,-467.0079956,36.98699951,,,,
-128.0160065,-467.0079956,37.09999847,,,,
-149.0149994,-467.0079956,37.21900177,,,,
-170.0149994,-467.0079956,37.31299973,,,,
-191.0149994,-467.0079956,37.42399979,,,,
-212.0149994,-467.0079956,37.46699905,,,,
-233.0149994,-467.0079956,37.52000046,,,,
-254.0149994,-467.0079956,37.55699921,,,,
-275.0140076,-467.0079956,37.55599976,,,,
-296.0140076,-467.0079956,37.54499817,,,,
-317.0130005,-467.0079956,37.47700119,,,,
,,,,,,
0.280000001,,,,,,
,,,,,,
0.377999991,,,,,,
,,,,,,
0.653,,,,,,
,,,,,,
,,,,,,
-100.0139999,-319.0109863,36.81000137,,,,
-100.0169983,-299.0109863,36.78699875,,,,
-100.0169983,-279.0109863,36.74399948,,,,
-100.0179977,-259.0119934,36.75899887,,,,
-100.0169983,-239.0119934,36.77099991,,,,
-100.0169983,-219.0119934,36.78099823,,,,
-100.0169983,-199.0130005,36.80799866,,,,
-100.0159988,-181.0130005,36.79000092,,,,
,,,,,,
0.068999998,,,,,,
,,,,,,
-320.9639893,-319.0109863,37.2480011,,,,
-320.9639893,-299.0109863,37.20399857,,,,
-320.9630127,-279.0109863,37.17200089,,,,
-320.9639893,-259.0119934,37.1609993,,,,
-320.9639893,-239.0119934,37.1609993,,,,
-320.9630127,-219.0119934,37.15599823,,,,
-320.9639893,-199.0130005,37.15000153,,,,
-320.9630127,-181.0130005,37.15000153,,,,
,,,,,,
0.052000001,,,,,,
,,,,,,
